gene_id,Control1_NP,Control2_NP,Control3_NP,Control4_NP,Control1_P,Control2_P,Control3_P,Control4_P,EE1_P,EE2_P,EE3_P,EE4_P
MSTRG.6790,122,126,57,112,38,44,21,162,375,28,49,97
MSTRG.14995,624,173,178,155,318,318,193,881,519,328,286,218
MSTRG.14994,1137,786,861,590,622,467,436,1646,1427,898,665,647
MSTRG.20518,0,8,5,4,4,2,1,13,4,3,0,6
MSTRG.20519,2,8,2,9,6,4,1,26,7,4,2,3
MSTRG.16704,224,200,151,188,155,158,139,385,550,128,357,199
MSTRG.14573,73,97,59,48,77,64,66,118,189,73,72,53
MSTRG.20510,862,908,869,773,664,575,530,1419,1514,1151,616,931
MSTRG.20511,212,123,136,110,128,161,147,328,292,133,170,164
MSTRG.20512,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.9802,19,9,0,75,9,25,9,23,72,7,12,19
MSTRG.20514,78,27,30,12,32,15,26,51,53,31,42,26
MSTRG.20515,662,418,435,399,367,271,274,1058,777,456,392,473
MSTRG.20516,152,77,73,76,71,85,68,222,229,74,88,113
MSTRG.20517,32,27,29,20,28,26,22,52,59,29,25,29
MSTRG.13619,1226,438,249,211,125,294,218,863,436,312,310,532
MSTRG.15006,1902,656,1156,1423,1150,1047,384,2961,2197,1106,1231,1464
MSTRG.17318,608,576,502,462,381,396,420,1256,1134,707,452,589
MSTRG.17319,0,0,0,0,0,9,0,0,0,6,0,0
MSTRG.13349,745,660,583,671,478,402,363,1452,1199,697,476,727
MSTRG.15555,0,0,0,0,0,20,0,0,11,0,0,0
MSTRG.17314,441,247,209,205,206,182,172,652,771,372,332,331
MSTRG.17315,1377,1193,1299,1018,1203,1026,968,2345,2936,1588,1259,1410
MSTRG.13345,544,483,367,538,488,332,372,1057,1040,451,289,586
MSTRG.17317,3455,2320,2261,1812,3350,1731,1120,4466,5465,3142,1685,2269
MSTRG.13343,58,50,48,42,63,45,50,138,219,91,98,80
MSTRG.17311,0,0,0,0,0,27,0,0,8,4,10,0
MSTRG.17312,157,89,244,84,101,334,61,308,260,71,105,139
MSTRG.17313,9721,10189,5664,8704,7794,4865,5433,16819,15668,8765,4832,8164
MSTRG.16043,4,5,7,0,2,10,0,4,11,6,8,0
MSTRG.12569,373,348,238,134,233,130,161,707,403,193,304,230
MSTRG.16041,0,3,0,1,0,0,4,6,1,2,0,0
MSTRG.16040,150,116,138,126,96,87,84,166,189,183,116,125
MSTRG.16047,1103,995,1308,921,1049,854,777,2981,2608,1202,1113,1236
MSTRG.16046,659,708,623,577,474,367,353,1266,1016,780,424,673
MSTRG.16045,4378,4855,4122,4157,3530,3544,3221,10010,10071,5049,4249,5551
MSTRG.16044,6507,5833,5111,4498,6546,5113,3896,14535,16923,8538,4253,6867
MSTRG.19064,455,265,339,461,331,267,232,797,808,428,291,392
MSTRG.9803,43,22,30,41,10,19,38,34,142,36,16,70
MSTRG.16049,0,7,0,10,0,0,0,3,0,0,0,0
MSTRG.19067,10641,10133,12830,7377,8589,5568,5376,19017,17217,9982,5703,9229
MSTRG.12564,1483,973,1113,564,726,390,366,2036,2969,447,963,949
MSTRG.19061,505,370,350,647,382,507,310,1422,1280,772,424,783
MSTRG.12566,675,544,498,484,423,445,386,1247,1015,521,436,636
MSTRG.15003,155,44,50,41,41,44,129,56,72,29,43,56
MSTRG.5190,358,361,238,287,288,294,234,781,753,351,267,456
MSTRG.6837,4,11,7,8,3,4,6,20,8,8,6,5
MSTRG.15552,0,0,11,0,0,0,0,0,0,0,0,0
MSTRG.13587,230,262,177,118,194,123,97,273,382,235,144,186
MSTRG.17163,1703,1421,1145,1333,939,665,782,2728,2482,1507,789,1325
MSTRG.15553,207,317,804,1269,202,244,135,811,659,1064,214,448
MSTRG.16706,87,88,62,162,151,141,31,247,340,156,112,178
MSTRG.6831,0,0,11,0,0,44,0,0,0,6,0,0
MSTRG.16689,0,7,0,4,0,56,0,4,0,0,5,0
MSTRG.8042,6698,6473,6200,5581,4611,4339,4152,13495,12176,6517,4729,6894
MSTRG.17161,1201,1011,756,749,868,739,569,2090,2321,1043,926,988
MSTRG.7228,4170,2597,2570,2778,2939,1253,1930,6312,5389,2770,2412,3782
MSTRG.2309,389,391,327,300,276,244,213,661,721,343,269,304
MSTRG.7226,545,543,481,396,498,451,349,1080,1646,530,462,635
MSTRG.7227,2169,730,744,604,2179,655,746,3806,3792,869,1521,1685
MSTRG.7224,18047,18336,13438,13994,12024,11552,8979,36286,25386,19011,13880,18390
MSTRG.6833,201,170,181,155,137,67,62,264,345,190,156,125
MSTRG.2302,1786,2096,1266,978,1028,936,904,2148,2247,1394,929,1510
MSTRG.2303,3,4,0,0,0,0,0,0,0,3,0,5
MSTRG.2300,27,78,10,31,21,36,86,81,96,31,46,67
MSTRG.7221,384,668,799,732,912,723,247,865,1790,807,710,838
MSTRG.5848,556,571,490,492,428,415,466,1149,1072,730,509,688
MSTRG.7991,108,110,105,103,107,161,112,389,268,133,110,176
MSTRG.5518,327,220,255,196,163,116,122,462,412,324,187,189
MSTRG.5519,636,787,902,786,533,602,697,1521,1492,934,603,900
MSTRG.17769,219,143,193,164,141,118,112,476,467,167,86,201
MSTRG.5840,249,221,158,159,199,91,162,528,539,331,131,192
MSTRG.5841,205,174,119,170,105,143,172,410,440,190,139,176
MSTRG.5842,669,710,505,488,463,409,424,1190,1433,836,578,568
MSTRG.5843,782,696,613,592,555,672,372,1912,1717,584,581,433
MSTRG.5844,68,75,96,77,95,58,66,313,307,108,135,109
MSTRG.5845,344,278,183,401,235,173,182,678,543,495,303,443
MSTRG.5846,206,238,94,275,74,241,100,156,241,175,96,77
MSTRG.5847,4600,3862,4096,3489,3158,3163,3101,8132,8147,4470,3448,4560
MSTRG.16267,23,6,9,4,10,168,0,15,8,10,25,8
MSTRG.16594,0,0,11,0,0,0,13,0,0,0,0,0
MSTRG.16265,355,171,228,388,118,203,212,330,454,210,204,269
MSTRG.16596,0,0,0,0,0,0,9,0,9,0,0,0
MSTRG.16591,9,13,16,34,12,28,12,41,22,14,35,36
MSTRG.16590,6816,7273,3938,5886,8551,5952,4177,16256,22467,6080,4891,9613
MSTRG.19286,4501,3574,4928,3135,2541,2135,4085,3585,5852,3803,3925,1588
MSTRG.16592,2,10,10,18,8,4,4,10,41,3,3,4
MSTRG.19288,66,37,42,44,45,31,55,135,95,50,52,46
MSTRG.17699,54,28,34,8,11,123,2,64,68,23,19,53
MSTRG.16599,0,0,0,0,0,9,0,0,0,0,2,0
MSTRG.16598,0,0,0,0,0,31,0,0,5,0,0,0
MSTRG.17342,1770,1312,1435,1511,1045,881,786,2497,2512,1470,978,1551
MSTRG.16268,6862,4196,4040,4446,6179,4545,4327,14199,16359,8508,4824,7194
MSTRG.4927,3704,3264,2939,2532,2371,2046,1815,6454,5734,3962,2273,3718
MSTRG.19884,33,33,50,32,7,28,35,70,67,33,21,24
MSTRG.17169,842,619,845,615,466,409,330,1025,1090,601,456,677
MSTRG.654,12,209,170,91,0,10,22,84,12,70,64,26
MSTRG.1697,1124,904,1010,811,905,571,655,1604,1743,707,842,761
MSTRG.9935,466,423,395,436,377,269,262,946,945,594,281,433
MSTRG.16708,811,925,746,636,659,579,502,1405,1433,1189,644,879
MSTRG.5836,1324,1910,1603,1739,999,830,950,2779,2385,1629,1158,1568
MSTRG.10053,131,68,83,66,90,82,82,164,200,78,87,101
MSTRG.13969,141,93,110,92,163,88,68,214,148,139,124,107
MSTRG.13968,0,0,0,0,0,0,0,0,0,0,0,3
MSTRG.9478,1491,1715,1796,2628,1537,1201,1108,7270,5237,11467,1808,2735
MSTRG.5441,139,213,167,123,123,135,98,639,377,150,153,213
MSTRG.13963,407,413,260,222,391,312,276,874,983,455,458,445
MSTRG.13962,37,34,41,19,14,16,21,54,104,19,16,29
MSTRG.13961,10,18,41,7,3,5,9,86,34,11,8,10
MSTRG.13960,1181,1299,1077,815,960,688,505,2100,1622,1127,845,1149
MSTRG.13967,945,1030,749,568,725,746,595,2426,2277,1203,932,1196
MSTRG.2083,614,789,686,514,704,659,640,2289,1390,869,728,957
MSTRG.13965,30,22,96,20,35,13,67,37,54,58,26,143
MSTRG.13964,88,198,59,150,104,100,124,257,211,160,123,153
MSTRG.3257,3357,3697,2749,3448,2479,1920,1665,6314,4825,3648,2053,3175
MSTRG.19885,2710,2276,1863,1783,1886,1658,1538,5617,4919,2432,2047,2941
MSTRG.8936,2923,2166,1916,1856,2815,1878,2620,5470,5350,3236,2279,3927
MSTRG.16709,471,499,556,322,530,341,297,659,1011,503,597,534
MSTRG.17979,441,200,264,157,108,155,39,186,268,76,83,114
MSTRG.3375,3239,3868,3197,3830,2404,1684,1837,5073,5448,3225,1835,3072
MSTRG.8287,819,620,541,507,611,417,400,2157,2208,1480,779,987
MSTRG.8245,45,90,47,207,50,99,80,207,264,101,103,80
MSTRG.795,276,293,254,276,282,225,225,658,663,266,190,385
MSTRG.9807,0,0,0,0,0,0,0,1,0,0,0,0
MSTRG.17643,38,29,26,8,77,59,30,74,107,60,56,34
MSTRG.3254,582,605,419,282,681,336,321,1386,837,442,296,306
MSTRG.3253,14864,20418,18122,17827,12310,5618,16468,36021,40532,28941,9042,14092
MSTRG.12055,989,796,704,578,595,539,546,1590,1483,818,600,930
MSTRG.8280,12,0,0,0,0,0,0,0,3,0,0,0
MSTRG.13603,829,678,820,578,631,458,573,1991,1207,1306,908,684
MSTRG.596,542,689,621,572,390,446,490,1131,912,669,486,658
MSTRG.18889,262,119,67,0,23,0,57,26,30,4,113,0
MSTRG.3251,2054,3159,2212,806,2957,3338,3123,5149,9309,2630,5704,2976
MSTRG.18885,77,61,55,89,222,151,58,343,350,237,92,164
MSTRG.18884,1649,1529,1362,1809,1279,1021,945,4212,3105,1693,1209,2176
MSTRG.18887,751,1043,579,447,1053,705,720,1643,2230,887,877,973
MSTRG.3250,0,68,0,0,0,2,0,1,0,0,0,0
MSTRG.18881,1448,763,597,757,1105,644,641,1746,2417,1083,1264,1219
MSTRG.18880,259,234,193,174,240,253,208,761,1038,371,335,436
MSTRG.18883,6463,5425,4130,4042,2107,1858,1840,5351,6861,3573,1991,3631
MSTRG.18882,1580,1984,1487,938,973,830,888,2468,2223,1092,1080,1501
MSTRG.17595,34,19,20,0,32,21,0,41,28,37,15,27
MSTRG.865,1532,1406,1362,1250,1059,925,787,2491,2131,1556,875,1238
MSTRG.13473,1505,1140,1147,900,1069,674,829,2096,2456,1089,810,1254
MSTRG.8028,0,0,0,0,3,0,0,1,1,2,10,0
MSTRG.8025,2132,2081,1907,1801,1828,1281,1507,3742,4598,2269,1883,2354
MSTRG.8024,1597,1785,1343,1978,1665,1219,1109,2825,4176,1719,1625,2168
MSTRG.8027,0,3,2,0,0,0,17,2,0,3,10,2
MSTRG.8026,174,79,78,85,65,26,97,147,155,67,59,46
MSTRG.8021,1,0,0,0,0,0,1,0,1,1,0,1
MSTRG.8020,1358,1319,1204,870,813,849,708,1844,2912,921,602,1306
MSTRG.8023,372,156,124,150,206,118,91,277,563,159,197,190
MSTRG.8022,17,10,31,0,0,17,17,8,37,3,4,60
MSTRG.9772,1131,1089,1048,1762,775,750,602,2060,1997,1190,748,1349
MSTRG.9773,512,575,506,419,370,447,259,1424,1154,617,396,718
MSTRG.18542,4157,4149,3327,2851,3067,1874,1869,7414,6265,4171,2870,3364
MSTRG.9771,504,391,325,467,322,318,260,744,899,436,393,419
MSTRG.9776,18,32,19,16,12,21,18,21,42,27,36,39
MSTRG.111,0,7,0,0,0,0,0,0,0,0,0,0
MSTRG.19988,17,21,6,10,6,6,2,206,21,0,70,8
MSTRG.9775,55,68,255,73,64,76,99,128,261,26,66,86
MSTRG.9778,25,19,124,11,4,117,77,73,18,78,29,24
MSTRG.9779,771,641,495,575,494,332,331,1377,1056,660,387,669
MSTRG.7982,52,51,44,11,18,31,55,62,59,27,18,67
MSTRG.1981,3736,2227,2832,2778,3586,2374,3166,8499,7056,4248,2414,3544
MSTRG.11064,52,337,275,367,442,231,193,1059,630,1802,242,595
MSTRG.11065,1042,842,538,487,1004,448,600,1766,1906,877,535,816
MSTRG.11066,0,0,0,0,0,10,3,6,4,0,0,0
MSTRG.18086,1616,748,1108,937,218,186,270,470,455,203,270,239
MSTRG.1545,0,0,0,0,0,21,0,5,4,6,0,2
MSTRG.18080,0,0,0,2,0,0,6,3,0,0,1,3
MSTRG.1547,3319,2530,3855,4148,2981,1090,1290,4232,5695,1785,1458,2415
MSTRG.18082,75,102,101,19,10,0,37,60,52,0,76,226
MSTRG.1549,44,12,39,22,20,31,0,24,14,12,4,41
MSTRG.7915,30,15,9,0,6,20,19,10,16,11,22,4
MSTRG.7916,62,7,8,4,4,0,7,61,59,53,26,0
MSTRG.7917,3833,4353,4217,3636,2856,2369,2577,8769,6407,5040,2626,4187
MSTRG.18089,624,1060,787,998,721,865,943,1694,2121,1325,750,1520
MSTRG.11069,63,54,131,79,6,35,35,229,89,181,49,115
MSTRG.7912,1103,819,904,750,651,694,548,1766,2034,1090,710,1105
MSTRG.7913,75,137,123,115,62,72,79,282,142,159,62,157
MSTRG.18543,51,16,35,21,14,14,0,49,40,22,12,13
MSTRG.112,11353,19238,13465,24443,10023,8153,7612,26563,24349,18489,8966,17531
MSTRG.7304,0,0,0,0,3,4,0,5,7,4,0,0
MSTRG.17444,86,82,75,60,62,14,83,116,114,81,71,93
MSTRG.13451,976,755,897,602,659,1527,856,2076,2131,1109,1088,1504
MSTRG.11863,1270,1250,1279,1115,1040,1144,1177,2786,2927,1900,1318,1520
MSTRG.8797,10,6,11,0,3,15,0,20,23,7,13,9
MSTRG.8796,6,6,5,322,48,94,168,64,145,214,4,108
MSTRG.8795,79,75,73,90,63,61,80,215,175,86,78,70
MSTRG.8794,1703,1215,872,1119,1097,1390,738,3614,3000,1698,1314,2196
MSTRG.8977,23,9,17,11,27,25,13,36,20,8,8,9
MSTRG.8792,170,147,106,69,104,131,83,232,266,187,91,127
MSTRG.8975,818,660,575,591,417,409,398,1323,1102,690,559,689
MSTRG.8790,851,488,677,1858,614,224,361,822,862,527,422,548
MSTRG.1013,404,449,285,311,286,516,229,847,1695,309,404,448
MSTRG.3219,4184,4330,3422,4142,2243,1976,2416,7499,5864,4200,2953,3574
MSTRG.3218,555,612,602,280,680,696,500,985,1518,723,879,658
MSTRG.8799,24,16,0,2,11,16,12,26,13,7,14,6
MSTRG.8798,570,415,64,116,275,121,154,742,214,386,231,183
MSTRG.4076,1480,1690,1428,1472,1378,1074,1129,3174,3192,1697,1365,1659
MSTRG.4077,1863,1307,1147,986,1663,864,870,2787,2389,1953,1474,1651
MSTRG.4074,2583,2282,2783,3176,2123,1742,1737,5558,5127,2895,1902,2716
MSTRG.4075,0,0,0,0,0,0,0,8,13,0,0,0
MSTRG.4072,47,9,44,10,17,10,34,58,88,2,24,73
MSTRG.4073,2060,1625,1439,1395,1548,1116,1168,3455,3381,1957,1143,1842
MSTRG.4070,1631,1819,1811,1537,1054,1004,1049,2893,3021,1599,1227,1750
MSTRG.9511,221,197,141,162,103,149,76,296,287,205,101,272
MSTRG.18083,181,114,94,124,210,127,105,352,399,109,122,241
MSTRG.1010,414,311,331,271,228,147,366,347,718,402,639,417
MSTRG.4078,3872,3860,3553,3155,2818,1792,1655,5905,6170,3916,2867,3406
MSTRG.4079,4984,4791,4267,4070,3633,2969,2961,9531,8481,5331,3478,4765
MSTRG.11565,2,0,0,0,0,0,0,0,4,2,0,0
MSTRG.11264,19,12,13,9,11,51,0,9,13,0,10,0
MSTRG.7102,79,239,126,270,198,170,178,718,315,185,124,452
MSTRG.11398,1240,1474,1432,1293,1059,964,1147,2858,2293,1808,996,1439
MSTRG.5067,1792,1790,1560,1741,1414,1056,1078,3326,3340,2075,1357,1988
MSTRG.5064,3566,4269,3605,4201,2987,2849,2445,8202,7573,4719,3440,4587
MSTRG.8950,2660,2755,2630,2149,2032,1738,2089,5131,5437,2516,1961,3134
MSTRG.7780,46,40,88,51,67,27,57,82,146,55,61,150
MSTRG.17446,16,30,17,24,0,0,5,7,0,17,0,4
MSTRG.10596,42,61,79,66,26,188,28,15,87,47,62,46
MSTRG.10185,248,172,240,204,314,204,191,217,410,401,230,286
MSTRG.11564,17,0,0,22,15,4,8,11,7,0,5,0
MSTRG.11265,1484,2431,1811,1939,1441,1213,1511,3844,3017,2184,1216,2134
MSTRG.7101,0,0,12,17,0,13,0,15,6,11,0,16
MSTRG.17958,1640,999,1126,855,854,578,689,1493,1675,1092,863,1133
MSTRG.2260,17,6,0,21,26,0,9,48,63,0,0,24
MSTRG.5448,49,113,124,182,18,81,44,135,65,126,40,200
MSTRG.17959,4257,4414,3971,4307,3231,2276,2878,7618,7640,4625,2832,4432
MSTRG.8953,1,1,1,0,1,0,0,1,1,1,0,1
MSTRG.1932,2352,1357,1814,958,1559,953,1143,3667,3451,1177,1594,1452
MSTRG.17447,5039,4950,3971,3629,2172,2451,1505,7607,6705,4272,2221,2513
MSTRG.8361,3,6,0,4,5,7,0,4,14,3,6,3
MSTRG.6231,1001,494,402,397,646,267,215,821,736,627,414,452
MSTRG.2647,9,5,6,2,2,22,0,18,8,11,7,11
MSTRG.20073,25,47,22,15,47,19,19,40,98,26,32,31
MSTRG.20072,19,18,12,15,15,9,48,31,20,6,9,15
MSTRG.20071,251,212,235,149,139,194,209,399,431,166,252,229
MSTRG.20070,80,106,74,128,84,63,69,307,196,213,100,159
MSTRG.20077,39,42,55,40,23,23,38,64,95,39,42,22
MSTRG.20076,1793,1324,1460,1340,1211,865,743,2798,2696,1582,1024,1481
MSTRG.20075,25,8,36,17,12,13,6,48,47,33,13,7
MSTRG.20074,0,6,14,10,7,6,7,18,16,0,0,9
MSTRG.10392,163,118,125,117,128,114,61,325,307,112,87,106
MSTRG.20079,3,6,73,15,11,0,4,5,13,4,0,17
MSTRG.8952,1616,1355,1531,973,1031,875,746,2740,2291,1856,1255,1434
MSTRG.891,345,299,198,282,237,160,126,465,556,304,211,269
MSTRG.4141,333,110,108,341,44,154,102,601,534,194,166,328
MSTRG.1478,106,86,75,80,83,75,76,174,244,91,63,93
MSTRG.17440,0,0,0,0,2,28,0,7,12,10,0,0
MSTRG.2896,786,724,667,543,574,467,448,1372,1389,884,588,782
MSTRG.681,0,7,10,0,0,41,0,0,3,0,0,0
MSTRG.682,0,0,0,0,0,39,0,0,0,0,0,0
MSTRG.683,0,5,8,0,0,67,0,0,0,0,0,0
MSTRG.684,769,444,304,242,217,183,248,557,677,191,297,390
MSTRG.2893,0,0,0,20,0,0,0,0,0,0,0,34
MSTRG.2890,8607,9267,6972,7300,7018,5688,5989,20250,14054,14164,6140,10193
MSTRG.2891,9,0,0,0,0,7,0,5,4,1,0,4
MSTRG.688,1130,1042,761,591,867,595,635,2051,2145,1079,1058,1239
MSTRG.689,0,0,0,0,0,41,0,0,0,0,4,0
MSTRG.2898,1949,1626,1713,1422,969,1072,1160,2986,2554,1371,1150,1769
MSTRG.2899,29,22,24,16,25,59,17,44,103,19,21,16
MSTRG.15811,2544,2603,2748,1980,1878,1829,1491,4400,4490,2615,2340,2235
MSTRG.15810,6099,5551,6106,5274,4929,4973,4592,14337,14083,7770,6824,7384
MSTRG.15761,19,10,64,21,1,0,0,2,87,9,69,1
MSTRG.15812,193,83,135,69,57,58,64,189,143,91,145,179
MSTRG.15815,34,8,13,8,9,131,13,0,0,0,64,13
MSTRG.15814,1072,744,626,527,868,523,501,1789,1857,684,692,854
MSTRG.15817,45,24,35,21,0,92,10,117,57,18,30,25
MSTRG.15816,0,0,0,0,7,38,0,0,8,0,30,5
MSTRG.13042,7,0,0,0,0,22,9,0,0,10,0,0
MSTRG.15818,20,8,0,6,0,12,0,14,21,8,5,9
MSTRG.15769,10276,6666,6676,4834,7541,6122,5877,19640,13929,6100,4656,10158
MSTRG.15768,767,1082,748,781,492,606,1008,1866,1242,1206,601,919
MSTRG.17441,3,0,0,0,0,90,0,0,0,0,0,0
MSTRG.10733,0,0,0,0,4,162,0,11,0,0,0,4
MSTRG.10732,143,147,121,110,205,193,194,412,688,284,233,263
MSTRG.10731,15,6,11,14,22,4,12,12,32,15,8,20
MSTRG.10730,1187,1415,892,978,2017,1514,1637,3388,3319,1802,1664,2359
MSTRG.10737,130,169,127,216,61,116,116,251,503,176,106,233
MSTRG.10736,382,432,346,240,592,287,356,642,1178,318,572,559
MSTRG.10735,1399,1301,1239,1036,1079,877,896,2563,2332,1709,964,1641
MSTRG.10734,196,113,103,160,148,113,101,412,342,262,108,220
MSTRG.10085,1842,1828,1359,1716,1268,1200,1015,3390,3314,1728,1520,2131
MSTRG.10084,999,963,798,870,628,725,613,2107,1821,1119,947,1193
MSTRG.10739,499,368,289,250,310,248,157,646,647,264,225,228
MSTRG.10738,521,514,431,393,327,360,262,794,1032,385,349,522
MSTRG.10081,1067,303,233,317,707,345,362,1597,1181,845,564,455
MSTRG.10080,828,605,501,357,480,431,449,1483,1452,634,518,671
MSTRG.10083,13963,12053,9027,8987,8263,5902,5930,19437,16164,10373,7781,11691
MSTRG.10082,1722,1394,1124,806,2488,1217,1423,2157,3624,1825,1452,1778
MSTRG.20217,584,705,446,345,551,301,237,1342,1025,607,527,490
MSTRG.20216,20,45,23,15,18,19,15,66,113,38,70,31
MSTRG.20215,17,4,4,0,0,2,2,4,12,9,3,7
MSTRG.20214,92,82,60,49,81,70,75,182,146,51,61,98
MSTRG.20213,656,540,509,382,528,373,371,1255,1083,592,437,656
MSTRG.20212,780,531,476,338,563,452,375,1386,1275,575,556,672
MSTRG.20211,124,68,128,98,86,219,74,237,203,166,79,128
MSTRG.20210,7,11,14,19,5,8,6,31,35,10,9,15
MSTRG.18796,2738,2388,1900,1753,1910,1760,1579,4976,4776,2681,1832,2560
MSTRG.17442,969,1073,946,713,676,694,602,1933,1270,852,679,1188
MSTRG.20219,0,0,3,0,0,0,0,0,0,0,0,0
MSTRG.20218,963,731,596,434,594,398,369,1048,1151,618,495,680
MSTRG.13426,3927,3710,2648,2748,3002,2090,1810,7340,7319,3008,2605,3306
MSTRG.13427,44,52,34,20,133,47,67,320,193,161,42,92
MSTRG.10304,24,23,22,32,28,13,10,188,47,47,22,19
MSTRG.13425,372,316,284,239,277,194,252,746,772,430,270,506
MSTRG.972,290,196,140,45,47,46,126,155,64,71,59,60
MSTRG.973,123,109,50,12,12,23,12,81,55,38,54,22
MSTRG.970,5,2,0,0,0,9,3,0,3,0,0,0
MSTRG.971,26,15,4,15,4,25,0,86,16,8,3,40
MSTRG.15899,1715,1396,1552,1105,1083,1055,789,2941,3096,1821,1808,1414
MSTRG.978,2141,1312,1000,1116,1221,785,735,2886,2615,1186,1008,1360
MSTRG.13429,1835,1231,1398,819,1029,816,634,2503,2072,1164,1120,1172
MSTRG.15107,11,6,20,0,8,0,0,8,22,18,8,7
MSTRG.15106,776,533,629,594,618,535,483,919,1166,681,657,594
MSTRG.8528,6117,6581,6631,6102,5441,3995,3466,14172,12117,6562,3208,6298
MSTRG.10397,5138,4249,4419,4075,3592,2078,2295,8175,10098,4300,2375,3977
MSTRG.15103,413,312,206,255,294,264,150,599,595,336,288,270
MSTRG.15102,607,459,335,773,564,283,471,1133,503,206,486,1500
MSTRG.15101,122,92,104,112,77,52,71,219,167,198,92,113
MSTRG.15100,2647,2723,2356,3073,1720,1227,1147,4130,3766,2996,1171,2407
MSTRG.17443,262,148,128,49,234,137,202,426,335,245,152,223
MSTRG.5250,3060,3011,2131,2096,4913,2862,2753,9051,10975,5369,3039,4631
MSTRG.10501,125,107,124,80,129,79,61,224,249,141,40,91
MSTRG.15109,4670,3266,3030,2454,5284,3360,2836,11324,11576,4341,3877,4966
MSTRG.15108,807,663,647,489,563,452,415,1127,1615,492,469,633
MSTRG.10885,36,74,0,26,0,0,16,233,162,0,0,20
MSTRG.10884,317,39,97,25,13,14,11,70,91,8,141,12
MSTRG.10887,112,132,86,40,380,122,122,181,207,162,177,207
MSTRG.10886,0,6,0,0,0,0,0,21,16,0,0,2
MSTRG.10881,437676,481757,108506,391435,235672,281025,83584,1176889,1158256,117401,222236,164271
MSTRG.10880,56,90,65,96,33,70,64,236,273,30,87,36
MSTRG.10551,28,0,9,9,10,16,8,19,24,16,14,6
MSTRG.10882,7568,5607,2616,8587,5530,6789,3257,19627,27671,4739,6367,9107
MSTRG.11185,9,8,5,14,13,7,12,48,30,14,9,18
MSTRG.10889,187,243,198,194,197,150,105,510,506,253,169,271
MSTRG.10888,223,136,228,302,269,183,348,312,497,549,359,424
MSTRG.10559,124,173,143,129,96,118,84,193,201,147,75,158
MSTRG.10558,1659,1109,1392,1038,1177,886,977,3340,2954,1785,1349,1583
MSTRG.20441,1358,1303,968,695,1420,1192,971,2363,4054,1554,1855,1721
MSTRG.8956,333,380,391,172,154,339,222,455,386,248,503,270
MSTRG.12479,2101,1665,1463,1348,1312,1084,887,3181,3217,1853,1241,1816
MSTRG.15813,614,622,733,541,536,432,499,1384,1411,885,560,787
MSTRG.6236,242,320,387,278,236,298,109,774,534,251,217,338
MSTRG.5677,353,375,276,175,309,362,243,877,413,324,308,481
MSTRG.5676,0,1,0,0,0,0,0,0,0,0,0,0
MSTRG.5675,1174,1159,1067,1114,873,806,480,2412,2362,1072,839,1103
MSTRG.5674,17,18,14,10,0,9,3,25,15,0,0,17
MSTRG.5673,688,779,842,627,210,251,210,866,775,311,403,317
MSTRG.5672,469,249,356,390,385,257,226,1003,665,418,279,1068
MSTRG.5671,47,34,22,36,34,87,23,53,86,70,26,29
MSTRG.5670,9233,8490,8146,6856,7483,5215,4403,17159,19518,12506,7600,9169
MSTRG.9469,117,81,44,116,67,51,71,58,248,121,130,80
MSTRG.5679,0,0,7,9,7,0,0,2,1,0,0,14
MSTRG.5678,460,221,191,227,176,163,114,975,481,328,252,458
MSTRG.454,227,96,185,133,45,69,82,234,120,94,125,115
MSTRG.19789,48,57,29,21,27,71,31,71,72,64,40,36
MSTRG.19788,8431,7635,8134,5758,4900,3354,3375,11379,10094,7602,4987,6036
MSTRG.7570,2355,1957,2187,2331,2056,1495,1490,15356,6227,3218,2974,3804
MSTRG.15050,14,10,1,9,28,26,3,58,106,3,5,8
MSTRG.12946,3574,3609,3707,3350,2767,2630,1886,6375,5146,4564,2342,3444
MSTRG.16108,83,147,53,61,89,81,84,212,167,119,66,67
MSTRG.10398,1704,1405,1273,984,1001,1153,964,2385,5441,1489,1067,1689
MSTRG.13282,811,567,783,496,741,539,681,1488,1966,928,687,1058
MSTRG.13283,2019,1527,1414,1310,1531,1133,1386,3975,3585,1822,1515,2061
MSTRG.13280,257,321,135,157,130,105,80,390,315,256,170,279
MSTRG.13281,61,41,67,66,134,66,48,112,244,94,48,68
MSTRG.13286,5481,4589,3674,3945,2733,1981,2054,7879,6073,3929,2792,4016
MSTRG.13287,757,494,756,442,508,444,384,1281,1122,644,596,648
MSTRG.13284,20,8,13,0,4,0,0,0,4,6,0,5
MSTRG.13285,26,23,32,30,33,23,20,92,99,15,24,25
MSTRG.13288,47191,48013,47165,32982,38572,30408,29141,98299,89536,51733,43285,51537
MSTRG.13289,639,603,639,454,647,595,444,1365,1431,1137,944,803
MSTRG.19787,1224,783,1010,455,748,712,900,1503,1892,1005,751,882
MSTRG.21034,150,158,208,94,62,136,131,422,289,217,156,230
MSTRG.3858,0,0,0,5,0,27,6,12,25,5,11,16
MSTRG.21036,4525,4254,3416,3328,3680,2779,2769,8324,7907,3313,4000,4868
MSTRG.21037,10,12,8,8,0,6,2,3,15,12,0,8
MSTRG.21030,0,0,28,11,0,0,0,0,0,4,0,3
MSTRG.21031,10,8,59,29,8,17,11,41,15,18,0,12
MSTRG.21032,474,406,456,322,462,272,196,1007,842,579,430,559
